year,ppt_mean,ppt_std,tx_mean,tx_std,tn_mean,tn_std
2001.0,2.050423620571223,7.458732609150957,21.647321843532154,7.063837864800405,7.1653624178220525,6.608259394926108
2002.0,2.039992243767074,7.427364425812357,21.699074387582186,7.0754362718273,7.202343518700673,6.620929808716596
2003.0,2.029171010122923,7.394789298652086,21.7521920666195,7.087212323230517,7.240528375825761,6.634109264608924
2004.0,2.017959919638429,7.361007227669688,21.806674880645915,7.099166019010227,7.279916989198682,6.647797762603091
2005.0,2.0063589723133646,7.326018212865165,21.86252282966143,7.111297359166372,7.320509358817162,6.661995302699438
2006.0,1.9943681681482985,7.28982225423897,21.919735913665136,7.1236063436989525,7.3623054846839295,6.676701884897398
2007.0,1.9819875071425486,7.252419351790195,21.978314132657943,7.1360929726081395,7.405305366796711,6.6919175091971965
2008.0,1.9692169892967968,7.213809505519748,22.03825748663803,7.148757245893648,7.449509005157324,6.707642175599062
2009.0,1.9560566146107021,7.173992715427175,22.09956597560813,7.161599163555593,7.494916399764861,6.7238758841027675
2010.0,1.942506383084151,7.132968981512477,22.162239599565964,7.17461872559403,7.541527550618412,6.740618634708312
2011.0,1.9285662947173705,7.090738303775652,22.22627835851199,7.187815932008903,7.589342457719795,6.757870427415696
2012.0,1.9142363495101336,7.047300682216701,22.291682252448027,7.2011907828003245,7.638361121067192,6.77563126222492
2013.0,1.899516547462781,7.002656116836079,22.358451281371345,7.214743277968125,7.688583540662876,6.79390113913621
2014.0,1.8844068885750858,6.956804607632876,22.426585445284218,7.228473417512362,7.740009716504119,6.8126800581491125
2015.0,1.8689073728469339,6.909746154608001,22.496084744184373,7.242381201433091,7.792639648593649,6.831968019264309
2016.0,1.8530180002786665,6.861480757761001,22.566949178074537,7.256466629730255,7.846473336928739,6.851765022481345
2017.0,1.8367387708697152,6.812008417092329,22.63917874695244,7.270729702403969,7.9015107815121155,6.872071067799993
2018.0,1.8200696846208757,6.761329132601077,22.71277345081853,7.285170419454062,7.957751982342415,6.892886155220708
2019.0,1.8030107415315797,6.709442904287698,22.78773328967418,7.29978878088059,8.015196939418274,6.9142102847432625
2020.0,1.7855619416018271,6.656349732152648,22.864058263517563,7.314584786683554,8.07384565274242,6.936043456367656
2021.0,1.7677232848318454,6.6020496161954725,22.941748372350503,7.32955843686301,8.13369812231258,6.9583856700938895
2022.0,1.749494771221407,6.5465425564161706,23.02080361617118,7.344709731419016,8.194754348130573,6.981236925921962
